word,level,pos_x,headword_x,pos_y,CEFR_x,CoreInventory 1,CoreInventory 2,Threshold,headword_y,pos,CEFR_y,notes,ID,Shorthand Code,Grammatical Item,Sentence Type,CEFR-J Level,FREQ*DISP,Core Inventory,EGP,GSELO,Notes,AfterDot,Shorthand Split,Shorthand Clean
group,A1,noun,group,verb,B1,,,,,,,,,,,,,,,,,,,,
grow,A1,verb,grow,verb,A1,,,,,,,,,,,,,,,,,,,,
guess,A1,"verb, noun",guess,noun,B1,,,,,,,,,,,,,,,,,,,,
guess,A1,"verb, noun",guess,verb,A1,,,,,,,,,,,,,,,,,,,,
guitar,A1,noun,guitar,noun,A1,Objects and rooms,,"Free time, entertainment",,,,,,,,,,,,,,,,,
gym,A1,noun,gym,noun,B1,"Things in the town, shops and shopping",,"Free time, entertainment",,,,,,,,,,,,,,,,,
hair,A1,noun,hair,noun,A1,Personal information,,Health and body care,,,,,,,,,,,,,,,,,
half,A1,"noun, determiner, pronoun",half,adverb,B1,,,,,,,,,,,,,,,,,,,,
half,A1,"noun, determiner, pronoun",half,determiner,A2,,,,,,,,,,,,,,,,,,,,
half,A1,"noun, determiner, pronoun",half,noun,A1,,,,,,,,,,,,,,,,,,,,
half,A1,"noun, determiner, pronoun",half,pronoun,A2,,,,,,,,,,,,,,,,,,,,
hand,A1,noun,hand,noun,A1,,,Health and body care,,,,,,,,,,,,,,,,,
hand,A1,noun,hand,verb,A2,,,,,,,,,,,,,,,,,,,,
happen,A1,verb,happen,verb,A1,,,,,,,,,,,,,,,,,,,,
happy,A1,adjective,happy,adjective,A1,,,,,,,,,,,,,,,,,,,,
hard,A1,"adjective, adverb",hard,adjective,A1,,,,,,,,,,,,,,,,,,,,
hard,A1,"adjective, adverb",hard,adverb,A1,,,,,,,,,,,,,,,,,,,,
hat,A1,noun,hat,noun,A1,Clothes,,Shopping,,,,,,,,,,,,,,,,,
hate,A1,verb,hate,noun,B1,,,,,,,,,,,,,,,,,,,,
hate,A1,verb,hate,verb,A2,,,,,,,,,,,,,,,,,,,,
have,A1,verb,have,have-verb,A1,,,,,,,,206,CAUS.have.let.make,HAVE/LET/MAKE+NP+INFINITIVE,,A2.1,A2,,"B1, C2",,使役動詞はhave/let/makeに限定,have.let.make,have,have
have,A1,verb,have,have-verb,A1,,,,,,,,207,CAUS.have.get_NP_VN,HAVE/GET+NP+PAST PARTICIPLE,AFF. DEC./NEG. DEC.,B2.2,B2,,B2,B1,Have you been ...?などを除外するため主語(+助動詞)またはtoに続くものに限定,have.get_NP_VN,have,have
have,A1,,have,have-verb,A1,,,,,,,,206,CAUS.have.let.make,HAVE/LET/MAKE+NP+INFINITIVE,,A2.1,A2,,"B1, C2",,使役動詞はhave/let/makeに限定,have.let.make,have,have
have,A1,,have,have-verb,A1,,,,,,,,207,CAUS.have.get_NP_VN,HAVE/GET+NP+PAST PARTICIPLE,AFF. DEC./NEG. DEC.,B2.2,B2,,B2,B1,Have you been ...?などを除外するため主語(+助動詞)またはtoに続くものに限定,have.get_NP_VN,have,have
he,A1,pronoun,he,pronoun,A1,,,,,,,,3,PP.he.she_is,he/she is,AFF. DEC.,A1.1,A1,A1,A1,A1,,he.she_is,he,he
he,A1,pronoun,he,pronoun,A1,,,,,,,,3-1,PP.he.she_is_not,he/she is not,NEG. DEC.,,A1,A1,A1,A1,,he.she_is_not,he,he
head,A1,noun,head,noun,A1,,,Health and body care,,,,,,,,,,,,,,,,,
head,A1,noun,head,verb,A2,,,,,,,,,,,,,,,,,,,,
health,A1,noun,health,noun,A1,Travel and services vocab,,Health and body care,,,,,,,,,,,,,,,,,
healthy,A1,adjective,healthy,adjective,A1,,,,,,,,,,,,,,,,,,,,
hear,A1,verb,hear,verb,A1,,,,,,,,,,,,,,,,,,,,
hello,A1,"exclamation, noun",hello,noun,A1,,,,,,,,,,,,,,,,,,,,
help,A1,"verb, noun",help,noun,A2,,,,,,,,,,,,,,,,,,,,
help,A1,"verb, noun",help,verb,A1,,,,,,,,,,,,,,,,,,,,
her,A1,"pronoun, determiner",her,determiner,A1,,,,,,,,,,,,,,,,,,,,
her,A1,"pronoun, determiner",her,pronoun,A1,,,,,,,,,,,,,,,,,,,,
here,A1,adverb,here,adverb,A1,,,,,,,,149,EX.here.AFF,here is/are,AFF. DEC.,B1.1,A1,,,,文頭(相当)または接続詞直後の位置に限定;toが後続しないものに限定,here.AFF,here,here
hey,A1,exclamation,hey,interjection,A2,,,,,,,,,,,,,,,,,,,,
hi,A1,exclamation,hi,interjection,A1,,,,,,,,,,,,,,,,,,,,
high,A1,adjective,high,adjective,A1,,,,,,,,,,,,,,,,,,,,
high,A1,adjective,high,adverb,A2,,,,,,,,,,,,,,,,,,,,
him,A1,pronoun,him,pronoun,A1,,,,,,,,,,,,,,,,,,,,
his,A1,determiner,his,determiner,A1,,,,,,,,,,,,,,,,,,,,
his,A1,determiner,his,pronoun,A1,,,,,,,,,,,,,,,,,,,,
history,A1,noun,history,noun,A1,Education,,Education,,,,,,,,,,,,,,,,,
hobby,A1,noun,hobby,noun,A1,Hobbies and pastimes,,"Free time, entertainment",,,,,,,,,,,,,,,,,
holiday,A1,noun,holiday,noun,A1,Hobbies and pastimes,,"Free time, entertainment",,,,,,,,,,,,,,,,,
home,A1,"noun, adverb",home,adverb,A2,,,,,,,,,,,,,,,,,,,,
home,A1,"noun, adverb",home,noun,A1,Family life,,Daily life,,,,,,,,,,,,,,,,,
homework,A1,noun,homework,noun,A1,Education,,Education,,,,,,,,,,,,,,,,,
hope,A1,verb,hope,noun,A1,,,,,,,,,,,,,,,,,,,,
hope,A1,verb,hope,verb,B1,,,,,,,,,,,,,,,,,,,,
horse,A1,noun,horse,noun,A1,,,,,,,,,,,,,,,,,,,,
hospital,A1,noun,hospital,noun,A1,"Things in the town, shops and shopping",,Health and body care,,,,,,,,,,,,,,,,,
hot,A1,adjective,hot,adjective,A1,,,,,,,,,,,,,,,,,,,,
hotel,A1,noun,hotel,noun,A1,Travel and services vocab,,Travel,,,,,,,,,,,,,,,,,
hour,A1,noun,hour,noun,A1,,,,,,,,,,,,,,,,,,,,
house,A1,noun,house,noun,A1,"Things in the town, shops and shopping",,"House and home, environment",house,verb,C1,,,,,,,,,,,,,,
how,A1,adverb,how,adverb,A1,,,,,,,,191,EXCL.how,EXCLAMATION: How ...!,EXCLAMATION,,,,,,文頭(相当)位置・途中に句読点なし・感嘆符で終わる文に限定;ほとんどがhow+形容詞/副詞,how,how,how
how,A1,adverb,how,adverb,A1,,,,,,,,246,INT.how,WH- QUESTION: How ...?,AFF. INT./NEG. INT.,A1.1,A1,,A2-C1,A1,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,how,how,how
however,A1,adverb,however,adverb,A2,,,,,,,,,,,,,,,,,,,,
hundred,A1,,hundred,number,A2,,,,,,,,,,,,,,,,,,,,
hungry,A1,adjective,hungry,adjective,A1,,,,,,,,,,,,,,,,,,,,
husband,A1,noun,husband,noun,A1,Family life,,Personal identification,,,,,,,,,,,,,,,,,
i,A1,pronoun,i,pronoun,A1,,,,,,,,,,,,,,,,,,,,
ice,A1,noun,ice,noun,A1,Food and drink,,Food and drink,,,,,,,,,,,,,,,,,
ice,A1,,ice,noun,A1,Food and drink,,Food and drink,,,,,,,,,,,,,,,,,
idea,A1,noun,idea,noun,A1,,,,,,,,,,,,,,,,,,,,
if,A1,conjunction,if,conjunction,A1,,,,,,,,156,CL.if,ADVERBIAL CLAUSE: if,,A2.1,A2,A2,"A2, C1",,仮定法の場合も含まれる,if,if,if
imagine,A1,verb,imagine,verb,A1,,,,,,,,,,,,,,,,,,,,
important,A1,adjective,important,adjective,A1,,,,,,,,,,,,,,,,,,,,
improve,A1,verb,improve,verb,A2,,,,,,,,,,,,,,,,,,,,
in,A1,"preposition, adverb",in,adverb,A2,,,,,,,,,,,,,,,,,,,,
in,A1,"preposition, adverb",in,preposition,A1,,,,,,,,,,,,,,,,,,,,
include,A1,verb,include,verb,A2,,,,,,,,,,,,,,,,,,,,
information,A1,noun,information,noun,A1,Media,,Services,,,,,,,,,,,,,,,,,
interest,A1,"noun, verb",interest,noun,A2,Personal information,,Personal identification,,,,,,,,,,,,,,,,,
interest,A1,"noun, verb",interest,verb,B1,,,,,,,,,,,,,,,,,,,,
interested,A1,adjective,interested,adjective,A1,,,,,,,,,,,,,,,,,,,,
interesting,A1,adjective,interesting,adjective,A1,,,,,,,,,,,,,,,,,,,,
internet,A1,noun,,,,,,,,,,,,,,,,,,,,,,,
interview,A1,"noun, verb",interview,noun,A1,,,Relations with other people,,,,,,,,,,,,,,,,,
interview,A1,"noun, verb",interview,verb,B1,,,,,,,,,,,,,,,,,,,,
into,A1,preposition,into,preposition,A1,,,,,,,,,,,,,,,,,,,,
introduce,A1,verb,introduce,verb,A1,,,,,,,,,,,,,,,,,,,,
island,A1,noun,island,noun,A1,Nationalities and countries,,"Free time, entertainment",,,,,,,,,,,,,,,,,
it,A1,pronoun,it,noun,A2,,,,,,,,,,,,,,,,,,,,
it,A1,pronoun,it,pronoun,A1,,,,,,,,,,,,,,,,,,,,
